fips,year,annual_max_score,lat,lon
26133,2006,1,43.997552,-85.322283
26135,2006,1,44.685121,-84.124894
26137,2006,2,45.021794,-84.576597
26139,2006,2,42.942346,-86.655342
26141,2006,2,45.489515,-83.384019
26143,2006,1,44.339517,-84.611272
26145,2006,1,43.328267,-84.05541
26147,2006,1,42.928804,-82.668914
26149,2006,2,41.911488,-85.52287
26151,2006,1,43.449155,-82.642815
26153,2006,3,46.020758,-86.199352
26155,2006,1,42.951545,-84.146352
26157,2006,1,43.487902,-83.436618
26159,2006,3,42.283986,-86.305697
26161,2006,1,42.252327,-83.844634
26163,2006,1,42.284664,-83.261953
26165,2006,1,44.331375,-85.570046
27001,2006,5,46.602446,-93.41976
27003,2006,4,45.27411,-93.242723
27005,2006,5,46.937629,-95.741757
27007,2006,5,47.878825,-94.986698
27009,2006,5,45.701227,-94.00144
27011,2006,4,45.419925,-96.402226
27013,2006,2,44.038225,-94.064071
27015,2006,2,44.246542,-94.733647
27017,2006,5,46.603818,-92.671044
27019,2006,3,44.821381,-93.800575
27021,2006,5,46.951427,-94.333773
27023,2006,4,45.028625,-95.564108
27025,2006,5,45.505444,-92.903849
27027,2006,4,46.898377,-96.494901
27029,2006,5,47.575873,-95.371117
27031,2006,5,47.538571,-90.29019
27033,2006,2,44.010711,-95.18313
27035,2006,5,46.491114,-94.071213
27037,2006,3,44.670893,-93.062481
27039,2006,2,44.020706,-92.869353
27041,2006,4,45.936429,-95.46061
27043,2006,3,43.676522,-93.947234
27045,2006,2,43.67727,-92.093681
27047,2006,3,43.674202,-93.350289
27049,2006,3,44.406178,-92.716
27051,2006,4,45.930743,-96.010699
27053,2006,4,45.006064,-93.475185
27055,2006,2,43.66699,-91.501556
27057,2006,5,47.095551,-94.91329
27059,2006,5,45.562431,-93.296339
27061,2006,5,47.490843,-93.613128
27063,2006,3,43.673025,-95.149704
27065,2006,5,45.94776,-93.297788
27067,2006,4,45.152714,-95.004981
27069,2006,4,48.77604,-96.780349
27071,2006,5,48.24549,-93.782842
27073,2006,4,44.999855,-96.176836
27075,2006,5,47.517111,-91.411704
27077,2006,5,48.7681,-94.904634
27079,2006,2,44.373397,-93.73018
27081,2006,3,44.408238,-96.272032
27083,2006,3,44.409195,-95.847268
27085,2006,3,44.821644,-94.27232
27087,2006,5,47.325842,-95.810703
27089,2006,5,48.362728,-96.357761
27091,2006,3,43.677118,-94.537198
27093,2006,4,45.123156,-94.527346
27095,2006,5,45.929043,-93.632996
27097,2006,5,46.020484,-94.266619
27099,2006,3,43.666249,-92.759514
27101,2006,3,44.015594,-95.761581
27103,2006,2,44.35882,-94.245685
27105,2006,3,43.677686,-95.763132
27107,2006,4,47.32947,-96.463807
27109,2006,2,44.00343,-92.406722
27111,2006,4,46.405725,-95.714578
27113,2006,5,48.069247,-96.037725
27115,2006,5,46.10094,-92.763094
27117,2006,3,44.015361,-96.257015
27119,2006,5,47.774254,-96.400027
27121,2006,4,45.589623,-95.446705
27123,2006,3,45.01525,-93.100141
27125,2006,5,47.865487,-96.08718
27127,2006,2,44.403536,-95.254242
27129,2006,3,44.723697,-94.955617
27131,2006,2,44.350943,-93.298503
27133,2006,3,43.669587,-96.263238
27135,2006,5,48.761066,-95.82153
27137,2006,5,47.583852,-92.463645
27139,2006,3,44.651932,-93.534553
27141,2006,5,45.443171,-93.775092
27143,2006,3,44.575734,-94.230123
27145,2006,4,45.555235,-94.610482
27147,2006,2,44.015261,-93.220453
27149,2006,4,45.593461,-95.992315
27151,2006,4,45.27545,-95.690398
27153,2006,5,46.066569,-94.900576
27155,2006,4,45.76984,-96.475049
27157,2006,2,44.289693,-92.233341
27159,2006,5,46.586784,-94.988331
27161,2006,2,44.01846,-93.589844
27163,2006,3,45.037929,-92.890117
27165,2006,2,43.978366,-94.614128
27167,2006,4,46.362335,-96.476657
27169,2006,2,43.982268,-91.776708
27171,2006,4,45.175091,-93.966397
27173,2006,3,44.715736,-95.862756
28001,2006,4,31.486218,-91.351781
28003,2006,4,34.886648,-88.581014
28005,2006,5,31.203933,-90.795542
28007,2006,4,33.09047,-89.588622
28009,2006,4,34.810773,-89.200029
28011,2006,5,33.799278,-90.884476
28013,2006,4,33.936634,-89.337114
28015,2006,4,33.440795,-89.918887
28017,2006,4,33.921654,-88.945808
28019,2006,4,33.345964,-89.251332
28021,2006,3,31.97281,-90.915424
28023,2006,5,32.048448,-88.685964
28025,2006,4,33.661734,-88.783326
28027,2006,5,34.22867,-90.603165
28029,2006,4,31.866915,-90.448758
28031,2006,5,31.633331,-89.548897
28033,2006,4,34.874266,-89.99324
28035,2006,5,31.18858,-89.259447
28037,2006,4,31.477798,-90.895884
28039,2006,5,30.855431,-88.642268
28041,2006,5,31.212846,-88.634811
28043,2006,4,33.770031,-89.80274
28045,2006,5,30.391437,-89.47985
28047,2006,5,30.416536,-89.083376
28049,2006,4,32.267924,-90.4659
28051,2006,4,33.125942,-90.091197
28053,2006,5,33.132978,-90.523911
28055,2006,5,32.754977,-90.988552
28057,2006,4,34.281075,-88.363127
28059,2006,5,30.458491,-88.619991
28061,2006,5,32.016989,-89.11943
28063,2006,3,31.733633,-91.043878
28065,2006,4,31.564734,-89.826626
28067,2006,5,31.621044,-89.167262
28069,2006,4,32.750136,-88.625631
28071,2006,4,34.349298,-89.485903
28073,2006,5,31.197135,-89.514952
28075,2006,4,32.403998,-88.660449
28077,2006,4,31.550009,-90.10753
28079,2006,4,32.753268,-89.522568
28081,2006,4,34.288965,-88.680887
28083,2006,5,33.54979,-90.294934
28085,2006,4,31.535216,-90.453566
28087,2006,4,33.471424,-88.439723
28089,2006,4,32.63437,-90.03416
28091,2006,5,31.230126,-89.821736
28093,2006,4,34.76619,-89.504231
28095,2006,4,33.89003,-88.485038
28097,2006,4,33.500714,-89.639625
28099,2006,4,32.752518,-89.119274
28101,2006,4,32.40197,-89.118412
28103,2006,4,33.10627,-88.565787
28105,2006,4,33.422313,-88.876151
28107,2006,4,34.365205,-89.963065
28109,2006,5,30.773791,-89.586832
28111,2006,5,31.169307,-88.988755
28113,2006,5,31.177517,-90.397725
28115,2006,4,34.227081,-89.037239
28117,2006,4,34.620866,-88.52224
28119,2006,5,34.25264,-90.290525
28121,2006,4,32.262057,-89.946552
28123,2006,4,32.427127,-89.533209
28125,2006,5,32.89249,-90.827388
28127,2006,4,31.902503,-89.917707
28129,2006,4,32.019034,-89.494973
28131,2006,5,30.790184,-89.112297
28133,2006,5,33.605529,-90.59509
28135,2006,5,33.955891,-90.172833
28137,2006,4,34.649553,-89.943105
28139,2006,4,34.763618,-88.918819
28141,2006,4,34.737699,-88.236067
28143,2006,4,34.652201,-90.37177
28145,2006,4,34.489101,-89.0023
28147,2006,5,31.164492,-90.103431
28149,2006,4,32.357005,-90.851791
28151,2006,5,33.273131,-90.94443
28153,2006,5,31.64476,-88.682057
28155,2006,4,33.612048,-89.283836
28157,2006,5,31.160249,-91.325567
28159,2006,4,33.078724,-89.037391
28161,2006,4,34.030669,-89.703793
28163,2006,4,32.765675,-90.387928
29001,2006,3,40.190666,-92.603592
29003,2006,4,39.988863,-94.803551
29005,2006,3,40.431846,-95.437555
29007,2006,3,39.21448,-91.843415
29009,2006,5,36.699378,-93.834326
29011,2006,5,37.500799,-94.344089
29013,2006,4,38.257217,-94.339246
29015,2006,5,38.301036,-93.287942
29017,2006,2,37.318349,-90.024601
29019,2006,4,38.989657,-92.310779
29021,2006,4,39.66037,-94.808173
29023,2006,3,36.71518,-90.40313
29025,2006,4,39.658998,-93.979179
29027,2006,3,38.835966,-91.924089
29029,2006,4,38.031995,-92.765138
29031,2006,2,37.383882,-89.684908
29033,2006,3,39.427375,-93.500227
29035,2006,3,36.944783,-90.945626
29037,2006,5,38.647159,-94.354242
29039,2006,5,37.733655,-93.850014
29041,2006,3,39.517969,-92.961621
29043,2006,4,36.969739,-93.187614
29045,2006,4,40.407275,-91.729472
29047,2006,4,39.315551,-94.421502
29049,2006,4,39.608723,-94.395803
29051,2006,4,38.506847,-92.271404
29053,2006,4,38.845386,-92.812323
29055,2006,3,37.966561,-91.313933
29057,2006,5,37.43235,-93.854878
29059,2006,4,37.683583,-93.033812
29061,2006,4,39.962839,-93.970053
29063,2006,4,39.894665,-94.40719
29065,2006,3,37.60325,-91.495916
29067,2006,3,36.946517,-92.515892
29069,2006,3,36.153025,-90.062254
29071,2006,3,38.408313,-91.07341
29073,2006,3,38.441183,-91.50578
29075,2006,4,40.209379,-94.40411
29077,2006,4,37.258196,-93.340641
29079,2006,3,40.112541,-93.565054
29081,2006,4,40.34562,-93.992582
29083,2006,5,38.386491,-93.792628
29085,2006,5,37.9367,-93.322835
29087,2006,3,40.095724,-95.219072
29089,2006,4,39.143365,-92.695926
29091,2006,3,36.774369,-91.887368
29093,2006,3,37.62596,-90.699627
29095,2006,4,39.007233,-94.342507
29097,2006,5,37.200865,-94.338869
29099,2006,3,38.257414,-90.543138
29101,2006,5,38.74588,-93.805999
29103,2006,4,40.136776,-92.146809
29105,2006,4,37.65969,-92.594832
29107,2006,5,39.068705,-93.802639
29109,2006,5,37.106135,-93.833262
29111,2006,4,40.084559,-91.728803
29113,2006,3,39.058568,-90.957771
29115,2006,3,39.86444,-93.108019
29117,2006,3,39.778587,-93.548201
29119,2006,5,36.630218,-94.343956
29121,2006,3,39.829795,-92.56434
29123,2006,3,37.473235,-90.345453
29125,2006,3,38.162615,-91.923601
29127,2006,4,39.807538,-91.635379
29129,2006,4,40.421414,-93.567631
29131,2006,4,38.21672,-92.429871
29133,2006,2,36.826264,-89.295929
29135,2006,4,38.633037,-92.583642
29137,2006,3,39.49827,-92.006458
29139,2006,3,38.935162,-91.465437
29141,2006,5,38.420807,-92.874835
29143,2006,2,36.594261,-89.655949
29145,2006,5,36.908017,-94.334741
29147,2006,3,40.360484,-94.883281
29149,2006,3,36.684867,-91.402902
29151,2006,3,38.464254,-91.859504
29153,2006,4,36.649643,-92.45858
29155,2006,3,36.209916,-89.785942
29157,2006,2,37.71113,-89.802125
29159,2006,5,38.727367,-93.285207
29161,2006,3,37.866326,-91.790349
29163,2006,4,39.344178,-91.171042
29165,2006,4,39.378696,-94.761472
29167,2006,4,37.616761,-93.400817
29169,2006,3,37.824835,-92.207022
29171,2006,3,40.478606,-93.014531
29173,2006,4,39.553455,-91.524787
29175,2006,3,39.441601,-92.492725
29177,2006,4,39.308401,-93.995746
29179,2006,3,37.360857,-90.969516
29181,2006,3,36.648902,-90.86706
29183,2006,3,38.781102,-90.674915
29185,2006,5,38.039069,-93.773077
29186,2006,3,37.89018,-90.18117
29187,2006,3,37.810707,-90.473868
29189,2006,3,38.640702,-90.445954
29195,2006,4,39.13584,-93.204164
29197,2006,4,40.469361,-92.519016
29199,2006,4,40.447686,-92.142824
29201,2006,2,37.047793,-89.568098
29203,2006,3,37.15198,-91.398364
29205,2006,4,39.797531,-92.088719
29207,2006,2,36.855428,-89.941735
29209,2006,4,36.747857,-93.467782
29211,2006,3,40.209587,-93.109783
29213,2006,4,36.649827,-93.042819
29215,2006,3,37.314257,-91.964478
29217,2006,5,37.850196,-94.341597
29219,2006,3,38.761902,-91.159307
29221,2006,3,37.942315,-90.897056
29223,2006,3,37.113825,-90.460868
29225,2006,4,37.280804,-92.87608
29227,2006,4,40.480482,-94.419129
29229,2006,3,37.267636,-92.48001
29510,2006,3,38.635699,-90.244582
30001,2006,3,45.133863,-112.892869
30003,2006,5,45.407869,-107.518163
30005,2006,4,48.428282,-108.967648
30007,2006,3,46.334476,-111.496103
30009,2006,4,45.224475,-109.028551
30011,2006,5,45.516825,-104.515324
30013,2006,3,47.316443,-111.350571
30015,2006,3,47.886837,-110.436189
30017,2006,4,46.261481,-105.550508
30019,2006,4,48.794429,-105.541739
30021,2006,4,47.272425,-104.901027
30023,2006,3,46.099059,-113.139108
30025,2006,4,46.318184,-104.405718
30027,2006,3,47.222997,-109.22328
30029,2006,3,48.314696,-114.054319
30031,2006,4,45.535559,-111.173443
30033,2006,4,47.281174,-106.982212
30035,2006,4,48.705671,-112.990502
30037,2006,3,46.380624,-109.174586
30039,2006,3,46.395358,-113.425683
30041,2006,4,48.628331,-110.106372
30043,2006,4,46.126557,-112.056771
30045,2006,3,47.032558,-110.30532
30047,2006,3,47.642901,-114.083687
30049,2006,3,47.122133,-112.382954
30051,2006,4,48.559654,-111.036924
30053,2006,3,48.542232,-115.404343
30055,2006,4,47.629628,-105.757222
30057,2006,4,45.319288,-111.917328
30059,2006,3,46.585706,-110.921781
30061,2006,3,47.155213,-115.06455
30063,2006,3,47.027263,-113.892681
30065,2006,3,46.505665,-108.436982
30067,2006,4,45.421905,-110.532798
30069,2006,3,47.141917,-108.226575
30071,2006,4,48.250155,-107.928833
30073,2006,4,48.230312,-112.219928
30075,2006,5,45.40889,-105.555259
30077,2006,3,46.844225,-112.9311
30079,2006,4,46.852434,-105.375808
30081,2006,3,46.079298,-114.119065
30083,2006,4,47.785513,-104.563387
30085,2006,4,48.282747,-104.99517
30087,2006,4,46.161734,-106.701953
30089,2006,3,47.756469,-115.180225
30091,2006,4,48.705523,-104.533913
30093,2006,4,45.895959,-112.660222
30095,2006,4,45.663496,-109.391752
30097,2006,3,45.81306,-109.941312
30099,2006,3,47.819035,-112.281725
30101,2006,4,48.645052,-111.733493
30103,2006,4,46.209636,-107.280494
30105,2006,4,48.365713,-106.687883
30107,2006,3,46.497047,-109.857147
30109,2006,4,46.962866,-104.274466
30111,2006,4,45.936987,-108.276656
31001,2006,4,40.520632,-98.500044
31003,2006,4,42.183225,-98.058037
31005,2006,5,41.570856,-101.697045
31007,2006,5,41.53975,-103.726263
31009,2006,4,41.92523,-99.990771
31011,2006,4,41.7054,-98.066794
31013,2006,5,42.215665,-103.087821
31015,2006,4,42.894448,-98.773022
31017,2006,5,42.34939,-99.923176
31019,2006,5,40.855226,-99.074983
31021,2006,4,41.854179,-96.337746
31023,2006,4,41.226072,-97.13204
31025,2006,4,40.909878,-96.140609
31027,2006,4,42.604511,-97.256824
31029,2006,5,40.53039,-101.694192
31031,2006,5,42.566985,-101.072622
31033,2006,5,41.214236,-103.011929
31035,2006,4,40.523669,-98.05105
31037,2006,4,41.574675,-97.089455
31039,2006,4,41.915865,-96.788517
31041,2006,5,41.393893,-99.726866
31043,2006,4,42.390456,-96.562549
31045,2006,5,42.711214,-103.134872
31047,2006,5,40.867378,-99.815154
31049,2006,5,41.112988,-102.332604
31051,2006,4,42.48528,-96.855862
31053,2006,4,41.577008,-96.645853
31055,2006,4,41.297091,-96.154066
31057,2006,5,40.180165,-101.681133
31059,2006,4,40.52504,-97.596705
31061,2006,4,40.183203,-98.96208
31063,2006,5,40.530947,-100.406683
31065,2006,4,40.191991,-99.909661
31067,2006,4,40.255234,-96.683453
31069,2006,5,41.659381,-102.328229
31071,2006,4,41.905572,-98.922998
31073,2006,5,40.509838,-99.824078
31075,2006,5,41.915867,-101.756875
31077,2006,4,41.5676,-98.530566
31079,2006,4,40.866023,-98.498004
31081,2006,4,40.877145,-98.021943
31083,2006,4,40.178766,-99.403418
31085,2006,5,40.535786,-101.05558
31087,2006,5,40.176896,-101.044217
31089,2006,4,42.459287,-98.784766
31091,2006,5,41.9187,-101.11681
31093,2006,4,41.219403,-98.513303
31095,2006,4,40.175736,-97.143103
31097,2006,4,40.395457,-96.268562
31099,2006,4,40.506269,-98.948461
31101,2006,5,41.194404,-101.644474
31103,2006,5,42.87548,-99.718351
31105,2006,5,41.199155,-103.711105
31107,2006,4,42.634405,-97.891349
31109,2006,4,40.783547,-96.688658
31111,2006,5,41.050322,-100.744481
31113,2006,5,41.542156,-100.443665
31115,2006,4,41.897714,-99.509764
31117,2006,5,41.596473,-101.060237
31119,2006,4,41.909929,-97.606856
31121,2006,4,41.169801,-98.031051
31123,2006,5,41.732205,-102.990599
31125,2006,4,41.402386,-97.991408
31127,2006,4,40.387448,-95.850954
31129,2006,4,40.176492,-98.046842
31131,2006,4,40.637992,-96.131027
31133,2006,3,40.13785,-96.245225
31135,2006,5,40.856065,-101.636443
31137,2006,5,40.516365,-99.406557
31139,2006,4,42.271413,-97.610992
31141,2006,4,41.576866,-97.513467
31143,2006,4,41.187925,-97.570663
31145,2006,4,40.16942,-100.468576
31147,2006,3,40.123743,-95.718603
31149,2006,4,42.413325,-99.45853
31151,2006,4,40.516802,-97.131755
31153,2006,4,41.115064,-96.109125
31155,2006,4,41.223152,-96.640923
31157,2006,5,41.851589,-103.70586
31159,2006,4,40.871944,-97.140383
31161,2006,5,42.507074,-102.389698
31163,2006,4,41.218743,-98.972849
31165,2006,5,42.483806,-103.742605
31167,2006,4,41.904793,-97.174724
31169,2006,4,40.173845,-97.596263
31171,2006,5,41.84862,-100.506911
31173,2006,4,42.154061,-96.533943
31175,2006,4,41.564094,-98.983484
31177,2006,4,41.533979,-96.224574
31179,2006,4,42.210746,-97.126243
31181,2006,4,40.180646,-98.49859
31183,2006,4,41.937859,-98.522289
31185,2006,4,40.873056,-97.596742
32001,2006,2,39.525701,-118.270419
32003,2006,2,36.214236,-115.013819
32005,2006,2,38.905129,-119.609019
32007,2006,1,41.141133,-115.351424
32009,2006,2,37.778966,-117.632382
32011,2006,1,39.977788,-116.272208
32013,2006,1,41.407914,-118.127592
32015,2006,1,39.900211,-117.04724
32017,2006,1,37.634605,-114.863037
32019,2006,2,39.022214,-119.197417
32021,2006,2,38.516647,-118.416279
32023,2006,1,37.966379,-116.459047
32027,2006,1,40.439639,-118.409477
32029,2006,2,39.438385,-119.524646
32031,2006,1,40.703311,-119.710315
32033,2006,1,39.417804,-114.900945
32510,2006,2,39.153447,-119.743442
33001,2006,2,43.519109,-71.425366
33003,2006,2,43.867567,-71.201665
33005,2006,2,42.925455,-72.248217
33007,2006,2,44.652419,-71.289383
33009,2006,2,43.926488,-71.842264
33011,2006,2,42.911643,-71.723101
33013,2006,2,43.299485,-71.68013
33015,2006,2,42.98936,-71.099437
33017,2006,2,43.293177,-71.035927
33019,2006,2,43.361188,-72.222084
34001,2006,3,39.469354,-74.633758
34003,2006,2,40.95909,-74.074522
34005,2006,2,39.875786,-74.663006
34007,2006,3,39.802352,-74.961251
34009,2006,3,39.086143,-74.847716
34011,2006,3,39.328387,-75.121644
34013,2006,2,40.787217,-74.246136
34015,2006,3,39.721019,-75.143708
34017,2006,2,40.731384,-74.078627
34019,2006,2,40.565283,-74.91197
34021,2006,2,40.282503,-74.703724
34023,2006,2,40.439593,-74.407585
34025,2006,2,40.287056,-74.152446
34027,2006,2,40.858581,-74.547427
34029,2006,2,39.86585,-74.263027
34031,2006,2,41.033763,-74.300308
34033,2006,3,39.573828,-75.357356
34035,2006,2,40.565522,-74.61993
34037,2006,2,41.137424,-74.691855
34039,2006,2,40.659871,-74.308696
34041,2006,2,40.853524,-75.009542
35001,2006,5,35.054002,-106.669065
35003,2006,5,33.901814,-108.392097
35005,2006,5,33.361605,-104.469837
35006,2006,5,34.93205,-108.000255
35007,2006,4,36.612963,-104.640126
35009,2006,5,34.572984,-103.346055
35011,2006,5,34.351429,-104.401527
35013,2006,4,32.350912,-106.832182
35015,2006,4,32.457858,-104.306471
35017,2006,5,32.732087,-108.381504
35019,2006,5,34.869782,-104.784968
35021,2006,5,35.863152,-103.829931
35023,2006,6,31.899658,-108.745729
35025,2006,4,32.795687,-103.413271
35027,2006,5,33.740941,-105.449083
35028,2006,5,35.870047,-106.307968
35029,2006,5,32.184482,-107.746639
35031,2006,5,35.573732,-108.255307
35033,2006,4,35.982841,-104.921898
35035,2006,4,32.588776,-105.781079
35037,2006,5,35.107018,-103.548071
35039,2006,4,36.509669,-106.693983
35041,2006,4,34.021457,-103.482725
35043,2006,5,35.685073,-106.882618
35045,2006,4,36.511625,-108.324578
35047,2006,5,35.476876,-104.803515
35049,2006,5,35.513722,-105.966441
35051,2006,5,33.119479,-107.188161
35053,2006,5,33.991614,-106.939003
35055,2006,4,36.576529,-105.637987
35057,2006,5,34.634644,-105.846836
35059,2006,5,36.488085,-103.475723
35061,2006,5,34.71684,-106.806582
36001,2006,1,42.588271,-73.974014
36003,2006,2,42.247894,-78.026176
36005,2006,2,40.848711,-73.852939
36007,2006,2,42.161977,-75.830291
36009,2006,2,42.244853,-78.681006
36011,2006,2,43.008546,-76.574587
36013,2006,2,42.304216,-79.407595
36015,2006,2,42.155281,-76.747179
36017,2006,2,42.489732,-75.604905
36019,2006,1,44.75271,-73.705648
36021,2006,2,42.247729,-73.626805
36023,2006,2,42.593824,-76.076265
36025,2006,2,42.193987,-74.966728
36027,2006,2,41.755009,-73.739951
36029,2006,2,42.752759,-78.778192
36031,2006,1,44.108971,-73.777573
36033,2006,1,44.594374,-74.31067
36035,2006,1,43.115609,-74.423678
36037,2006,2,43.00091,-78.192778
36039,2006,2,42.286951,-74.149495
36041,2006,1,43.657879,-74.502456
36043,2006,1,43.461635,-74.894694
36045,2006,2,43.995371,-76.053522
36047,2006,2,40.635133,-73.950777
36049,2006,1,43.786397,-75.442617
36051,2006,2,42.727485,-77.76978
36053,2006,2,42.910026,-75.663575
36055,2006,2,43.464475,-77.664656
36057,2006,1,42.900891,-74.435358
36059,2006,2,40.729687,-73.589384
36061,2006,2,40.776557,-73.970174
36063,2006,2,43.456731,-78.792143
36065,2006,2,43.242727,-75.434282
36067,2006,2,43.00653,-76.196117
36069,2006,2,42.856695,-77.303277
36071,2006,2,41.40241,-74.306252
36073,2006,2,43.502287,-78.229726
36075,2006,2,43.461443,-76.209258
36077,2006,2,42.629776,-75.028841
36079,2006,2,41.427904,-73.743882
36081,2006,2,40.658557,-73.837929
36083,2006,1,42.710421,-73.513845
36085,2006,2,40.563855,-74.137063
36087,2006,2,41.154785,-74.024772
36089,2006,1,44.488113,-75.074311
36091,2006,1,43.106135,-73.855387
36093,2006,1,42.817542,-74.043583
36095,2006,2,42.591294,-74.438172
36097,2006,2,42.419776,-76.938604
36099,2006,2,42.782294,-76.827088
36101,2006,2,42.266725,-77.385525
36103,2006,2,40.943554,-72.692218
36105,2006,2,41.720176,-74.76468
36107,2006,2,42.178057,-76.29745
36109,2006,2,42.453281,-76.473712
36111,2006,2,41.947232,-74.265447
36113,2006,1,43.555105,-73.838139
36115,2006,1,43.312377,-73.439428
36117,2006,2,43.458758,-77.063164
36119,2006,2,41.15277,-73.745912
36121,2006,2,42.701363,-78.228567
36123,2006,2,42.638237,-77.104324
37001,2006,4,36.041974,-79.399935
37003,2006,4,35.920951,-81.177467
37005,2006,3,36.489356,-81.132299
37007,2006,3,34.974996,-80.109959
37009,2006,3,36.436305,-81.49877
37011,2006,3,36.072894,-81.920363
37013,2006,2,35.482313,-76.842014
37015,2006,3,36.06133,-76.962367
37017,2006,2,34.591949,-78.539513
37019,2006,2,34.038708,-78.227688
37021,2006,4,35.609371,-82.530426
37023,2006,4,35.746182,-81.70618
37025,2006,4,35.387845,-80.552868
37027,2006,4,35.957857,-81.530076
37029,2006,2,36.342344,-76.162488
37031,2006,2,34.858313,-76.526967
37033,2006,4,36.393097,-79.332546
37035,2006,4,35.663182,-81.214151
37037,2006,4,35.704994,-79.251454
37039,2006,3,35.136233,-84.061308
37041,2006,2,36.127288,-76.60207
37043,2006,3,35.052997,-83.752264
37045,2006,3,35.33463,-81.557115
37047,2006,2,34.260471,-78.636378
37049,2006,2,35.118179,-77.082541
37051,2006,3,35.050192,-78.828719
37053,2006,2,36.372174,-75.941224
37055,2006,2,35.606269,-75.767536
37057,2006,4,35.795123,-80.206525
37059,2006,3,35.929356,-80.542542
37061,2006,2,34.934403,-77.933543
37063,2006,4,36.036589,-78.877919
37065,2006,3,35.917055,-77.602655
37067,2006,3,36.131667,-80.257289
37069,2006,4,36.088241,-78.28309
37071,2006,3,35.293344,-81.177256
37073,2006,3,36.442135,-76.702355
37075,2006,3,35.348111,-83.830909
37077,2006,4,36.299884,-78.657634
37079,2006,3,35.481933,-77.681667
37081,2006,4,36.079065,-79.788665
37083,2006,3,36.251438,-77.644842
37085,2006,3,35.368635,-78.87161
37087,2006,3,35.557097,-82.972807
37089,2006,4,35.336424,-82.479634
37091,2006,3,36.363517,-76.981616
37093,2006,3,35.017233,-79.241964
37095,2006,2,35.408157,-76.153687
37097,2006,3,35.806356,-80.874545
37099,2006,4,35.286463,-83.130641
37101,2006,3,35.513405,-78.367267
37103,2006,2,35.03216,-77.356443
37105,2006,4,35.476075,-79.17222
37107,2006,2,35.238062,-77.639023
37109,2006,3,35.487825,-81.225176
37111,2006,4,35.682232,-82.048029
37113,2006,4,35.152959,-83.421901
37115,2006,3,35.86408,-82.712731
37117,2006,3,35.841059,-77.112867
37119,2006,3,35.246862,-80.833832
37121,2006,3,36.013102,-82.163554
37123,2006,4,35.338071,-79.904196
37125,2006,4,35.310163,-79.480664
37127,2006,4,35.965945,-77.987555
37129,2006,2,34.177466,-77.871378
37131,2006,3,36.421774,-77.398352
37133,2006,2,34.76346,-77.503297
37135,2006,4,36.062499,-79.119355
37137,2006,2,35.147462,-76.665069
37139,2006,2,36.265276,-76.260355
37141,2006,2,34.512581,-77.888029
37143,2006,2,36.178261,-76.404269
37145,2006,4,36.386387,-78.965471
37147,2006,3,35.591065,-77.372404
37149,2006,4,35.278928,-82.167667
37151,2006,4,35.709915,-79.806215
37153,2006,3,35.001957,-79.747809
37155,2006,3,34.63921,-79.100881
37157,2006,3,36.380927,-79.782889
37159,2006,4,35.639218,-80.525344
37161,2006,4,35.402747,-81.919583
37163,2006,3,34.990575,-78.371382
37165,2006,3,34.840023,-79.477337
37167,2006,4,35.310523,-80.254355
37169,2006,3,36.404195,-80.239271
37171,2006,4,36.415416,-80.686463
37173,2006,3,35.568849,-83.465614
37175,2006,4,35.210095,-82.816696
37177,2006,2,35.87042,-76.165345
37179,2006,3,34.991501,-80.530131
37181,2006,4,36.365481,-78.405434
37183,2006,4,35.789846,-78.650624
37185,2006,4,36.397979,-78.099924
37187,2006,2,35.844589,-76.572334
37189,2006,3,36.235371,-81.709919
37191,2006,3,35.362741,-78.004826
37193,2006,4,36.209303,-81.165354
37195,2006,3,35.704125,-77.918982
37197,2006,3,36.158765,-80.665164
37199,2006,3,35.889504,-82.30398
38001,2006,5,46.096815,-102.533198
38003,2006,4,46.94255,-98.070195
38005,2006,4,48.071738,-99.361987
38007,2006,4,47.009283,-103.364924
38009,2006,4,48.794412,-100.831257
38011,2006,5,46.107807,-103.506586
38013,2006,4,48.786453,-102.520087
38015,2006,5,46.971843,-100.462001
38017,2006,4,46.927003,-97.252375
38019,2006,4,48.768439,-98.46379
38021,2006,4,46.107756,-98.496518
38023,2006,4,48.818142,-103.497653
38025,2006,4,47.35461,-102.612365
38027,2006,4,47.723436,-98.900475
38029,2006,5,46.284255,-100.237842
38031,2006,4,47.464327,-98.872817
38033,2006,4,46.938924,-103.844612
38035,2006,5,47.926003,-97.450851
38037,2006,5,46.357827,-101.639049
38039,2006,4,47.463463,-98.232444
38041,2006,5,46.434939,-102.458385
38043,2006,4,46.935385,-99.742727
38045,2006,4,46.464195,-98.526057
38047,2006,4,46.469278,-99.504585
38049,2006,4,48.233842,-100.633267
38051,2006,5,46.117034,-99.443041
38053,2006,4,47.742475,-103.403215
38055,2006,4,47.653055,-101.421794
38057,2006,4,47.303279,-101.820765
38059,2006,5,46.713789,-101.279743
38061,2006,4,48.210291,-102.364756
38063,2006,5,47.918667,-98.204428
38065,2006,5,47.118079,-101.33142
38067,2006,4,48.766896,-97.545405
38069,2006,4,48.238883,-99.966497
38071,2006,5,48.265551,-98.737329
38073,2006,4,46.449276,-97.647554
38075,2006,4,48.712782,-101.658152
38077,2006,4,46.265219,-96.93796
38079,2006,4,48.768272,-99.840463
38081,2006,4,46.108206,-97.63003
38083,2006,4,47.581373,-100.341499
