fips,year,annual_max_score,lat,lon
1123,2000,6,32.863369,-85.799553
1125,2000,6,33.290202,-87.52286
1127,2000,6,33.791571,-87.301092
1129,2000,6,31.406974,-88.202078
1131,2000,6,31.99033,-87.302205
1133,2000,6,34.155888,-87.364147
4001,2000,3,35.385845,-109.493747
4003,2000,4,31.881793,-109.75412
4005,2000,3,35.829692,-111.773728
4007,2000,3,33.789618,-110.81187
4009,2000,3,32.931828,-109.87831
4011,2000,4,33.238872,-109.242323
4012,2000,3,33.727625,-114.038793
4013,2000,3,33.346541,-112.495534
4015,2000,3,35.717705,-113.749689
4017,2000,3,35.390934,-110.320908
4019,2000,3,32.128237,-111.783018
4021,2000,3,32.91891,-111.367257
4023,2000,3,31.525904,-110.84519
4025,2000,2,34.630044,-112.573745
4027,2000,3,32.773942,-113.910905
5001,2000,6,34.289574,-91.376547
5003,2000,5,33.190835,-91.772267
5005,2000,4,36.28071,-92.330438
5007,2000,3,36.337825,-94.256187
5009,2000,3,36.304308,-93.079204
5011,2000,5,33.463819,-92.168164
5013,2000,5,33.56046,-92.513879
5015,2000,3,36.337774,-93.541663
5017,2000,5,33.267139,-91.297158
5019,2000,4,34.053312,-93.176205
5021,2000,4,36.367302,-90.418704
5023,2000,5,35.566288,-92.059974
5025,2000,5,33.893201,-92.188714
5027,2000,4,33.21507,-93.226901
5029,2000,4,35.265702,-92.689248
5031,2000,5,35.828268,-90.630411
5033,2000,4,35.583041,-94.236224
5035,2000,5,35.211878,-90.315331
5037,2000,5,35.291259,-90.773894
5039,2000,4,33.967823,-92.653999
5041,2000,5,33.828748,-91.244427
5043,2000,5,33.587242,-91.722778
5045,2000,5,35.146356,-92.324654
5047,2000,4,35.508573,-93.887672
5049,2000,4,36.383443,-91.819239
5051,2000,4,34.578861,-93.146915
5053,2000,5,34.288063,-92.423984
5055,2000,5,36.119922,-90.565241
5057,2000,4,33.728611,-93.665809
5059,2000,4,34.315177,-92.944147
5061,2000,4,34.083179,-93.990988
5063,2000,5,35.737499,-91.559942
5065,2000,4,36.094879,-91.913625
5067,2000,5,35.596605,-91.223178
5069,2000,5,34.277696,-91.930701
5071,2000,4,35.573359,-93.466322
5073,2000,4,33.24066,-93.611643
5075,2000,5,36.041098,-91.101153
5077,2000,6,34.77975,-90.779288
5079,2000,5,33.957665,-91.727624
5081,2000,4,33.699497,-94.229774
5083,2000,4,35.21855,-93.720563
5085,2000,5,34.755114,-91.894132
5087,2000,4,36.012545,-93.724053
5089,2000,4,36.266656,-92.678588
5091,2000,4,33.305505,-93.901509
5093,2000,5,35.766943,-90.052209
5095,2000,6,34.679513,-91.203314
5097,2000,4,34.545652,-93.664147
5099,2000,4,33.666699,-93.305072
5101,2000,4,35.910063,-93.215084
5103,2000,4,33.591158,-92.878418
5105,2000,4,34.946363,-92.926877
5107,2000,6,34.425842,-90.848386
5109,2000,4,34.158191,-93.658659
5111,2000,5,35.568981,-90.680595
5113,2000,4,34.490915,-94.230884
5115,2000,4,35.455297,-93.031535
5117,2000,6,34.828225,-91.5572
5119,2000,5,34.773988,-92.316515
5121,2000,4,36.341299,-91.028441
5123,2000,6,35.014438,-90.742199
5125,2000,4,34.648525,-92.674463
5127,2000,4,34.858869,-94.063641
5129,2000,4,35.90966,-92.699351
5131,2000,4,35.196981,-94.274989
5133,2000,4,33.994608,-94.24329
5135,2000,5,36.173399,-91.471069
5137,2000,4,35.856989,-92.140494
5139,2000,4,33.168219,-92.598145
5141,2000,4,35.582959,-92.515977
5143,2000,3,35.971209,-94.218417
5145,2000,5,35.254722,-91.753158
5147,2000,5,35.189071,-91.244418
5149,2000,4,34.997713,-93.408303
6001,2000,2,37.648081,-121.913304
6003,2000,2,38.61761,-119.798999
6005,2000,2,38.44355,-120.653856
6007,2000,2,39.665959,-121.601919
6009,2000,2,38.187844,-120.555115
6011,2000,2,39.177739,-122.237563
6013,2000,2,37.919479,-121.951543
6015,2000,1,41.749903,-123.980998
6017,2000,2,38.785532,-120.534398
6019,2000,2,36.761006,-119.655019
6021,2000,2,39.602546,-122.4017
6023,2000,1,40.706673,-123.925818
6025,2000,2,33.040816,-115.355395
6027,2000,2,36.561977,-117.403927
6029,2000,2,35.346629,-118.729506
6031,2000,2,36.072478,-119.81553
6033,2000,1,39.094802,-122.746757
6035,2000,2,40.721089,-120.629931
6037,2000,2,34.196398,-118.261862
6039,2000,2,37.210039,-119.749852
6041,2000,1,38.051817,-122.745974
6043,2000,2,37.570034,-119.91286
6045,2000,1,39.432388,-123.442881
6047,2000,2,37.194806,-120.722802
6049,2000,2,41.592919,-120.71837
6051,2000,2,37.915836,-118.875167
6053,2000,1,36.240107,-121.315573
6055,2000,2,38.507351,-122.325995
6057,2000,2,39.295191,-120.773446
6059,2000,2,33.675687,-117.777207
6061,2000,2,39.062032,-120.722718
6063,2000,2,39.99517,-120.829516
6065,2000,2,33.729828,-116.002239
6067,2000,2,38.450011,-121.340441
6069,2000,2,36.610702,-121.085296
6071,2000,2,34.85722,-116.181197
6073,2000,2,33.023604,-116.776117
6075,2000,1,37.727239,-123.032229
6077,2000,2,37.935034,-121.272237
6079,2000,2,35.385227,-120.44754
6081,2000,1,37.414664,-122.371542
6083,2000,2,34.537378,-120.038485
6085,2000,1,37.220777,-121.690622
6087,2000,1,37.012488,-122.007205
6089,2000,2,40.760522,-122.04355
6091,2000,2,39.576925,-120.521993
6093,2000,1,41.587986,-122.533287
6095,2000,2,38.267226,-121.939594
6097,2000,1,38.532574,-122.945194
6099,2000,2,37.562384,-121.002656
6101,2000,2,39.035257,-121.702758
6103,2000,2,40.126156,-122.232276
6105,2000,1,40.647724,-123.114404
6107,2000,2,36.230453,-118.780542
6109,2000,2,38.021451,-119.964708
6111,2000,2,34.358742,-119.133143
6113,2000,2,38.679268,-121.903178
6115,2000,2,39.270026,-121.34428
8001,2000,3,39.874325,-104.331872
8003,2000,3,37.568442,-105.788041
8005,2000,3,39.644632,-104.331733
8007,2000,3,37.202395,-107.050863
8009,2000,3,37.303144,-102.535457
8011,2000,2,37.931891,-103.077584
8013,2000,3,40.094826,-105.398382
8014,2000,3,39.953383,-105.052125
8015,2000,2,38.738246,-106.316972
8017,2000,3,38.835387,-102.604585
8019,2000,3,39.689403,-105.670791
8021,2000,3,37.213407,-106.176447
8023,2000,2,37.277547,-105.42894
8025,2000,2,38.321956,-103.787562
8027,2000,2,38.101994,-105.373515
8029,2000,3,38.861756,-107.864757
8031,2000,3,39.761849,-104.880625
8033,2000,3,37.747602,-108.530383
8035,2000,2,39.326435,-104.926199
8037,2000,3,39.630638,-106.692944
8039,2000,2,39.310817,-104.117928
8041,2000,2,38.827383,-104.527472
8043,2000,2,38.455658,-105.421438
8045,2000,3,39.599352,-107.90978
8047,2000,3,39.861082,-105.528947
8049,2000,3,40.123289,-106.095876
8051,2000,3,38.669679,-107.078108
8053,2000,3,37.811625,-107.383405
8055,2000,2,37.687815,-104.959928
8057,2000,3,40.663432,-106.329248
8059,2000,3,39.58646,-105.245601
8061,2000,3,38.388466,-102.75621
8063,2000,3,39.30534,-102.603023
8065,2000,2,39.204316,-106.349696
8067,2000,3,37.287367,-107.839718
8069,2000,3,40.663091,-105.482131
8071,2000,3,37.318831,-104.04411
8073,2000,3,38.99374,-103.507555
8075,2000,4,40.728091,-103.090464
8077,2000,3,39.019492,-108.461837
8079,2000,3,37.651478,-106.9323
8081,2000,3,40.573984,-108.204521
8083,2000,3,37.338025,-108.595786
8085,2000,3,38.413427,-108.263042
8087,2000,3,40.262354,-103.807092
8089,2000,2,37.88417,-103.72126
8091,2000,3,38.1506,-107.767133
8093,2000,2,39.118914,-105.717648
8095,2000,4,40.594712,-102.345105
8097,2000,3,39.217533,-106.915943
8099,2000,3,37.958181,-102.392161
8101,2000,2,38.170658,-104.489893
8103,2000,3,39.972606,-108.200685
8105,2000,3,37.485763,-106.453214
8107,2000,3,40.48316,-106.985289
8109,2000,3,38.033952,-106.246675
8111,2000,3,37.781075,-107.670257
8113,2000,3,38.009374,-108.427326
8115,2000,4,40.871568,-102.355358
8117,2000,3,39.621023,-106.137555
8119,2000,2,38.871994,-105.182552
8121,2000,3,39.965413,-103.209605
8123,2000,3,40.555794,-104.383649
8125,2000,4,40.000631,-102.422649
9001,2000,2,41.228103,-73.366757
9003,2000,1,41.806053,-72.732916
9005,2000,1,41.791897,-73.235428
9007,2000,2,41.434525,-72.524227
9009,2000,2,41.349717,-72.900204
9011,2000,2,41.47863,-72.103452
9013,2000,1,41.858076,-72.340977
9015,2000,1,41.824999,-71.990702
10001,2000,2,39.097088,-75.502982
10003,2000,2,39.575915,-75.644132
10005,2000,2,38.677511,-75.335495
11001,2000,2,38.904149,-77.017094
12001,2000,5,29.67574,-82.357221
12003,2000,5,30.324442,-82.302284
12005,2000,6,30.237563,-85.631348
12007,2000,5,29.946934,-82.166796
12009,2000,5,28.298276,-80.700384
12011,2000,3,26.19352,-80.476658
12013,2000,6,30.388801,-85.197916
12015,2000,5,26.868826,-81.940858
12017,2000,6,28.843628,-82.524796
12019,2000,5,29.987116,-81.858147
12021,2000,4,26.118713,-81.400884
12023,2000,5,30.221305,-82.623127
12027,2000,5,27.190581,-81.806253
12029,2000,6,29.580899,-83.195666
12031,2000,5,30.335245,-81.648113
12033,2000,6,30.611664,-87.33904
12035,2000,5,29.474894,-81.286362
12037,2000,6,29.810176,-84.799174
12039,2000,6,30.57917,-84.612783
12041,2000,5,29.723456,-82.795801
12043,2000,4,26.95481,-81.19082
12045,2000,6,29.907257,-85.256537
12047,2000,5,30.491102,-82.951049
12049,2000,5,27.492846,-81.82158
12051,2000,4,26.53934,-81.151584
12053,2000,6,28.567911,-82.464835
12055,2000,5,27.342627,-81.340921
12057,2000,6,27.90659,-82.349568
12059,2000,6,30.866222,-85.812959
12061,2000,4,27.700638,-80.574803
12063,2000,6,30.787812,-85.210374
12065,2000,6,30.424558,-83.890859
12067,2000,6,29.990066,-83.17851
12069,2000,6,28.764113,-81.712282
12071,2000,4,26.552134,-81.89225
12073,2000,6,30.45931,-84.2778
12075,2000,5,29.284409,-82.783483
12077,2000,6,30.259849,-84.868581
12079,2000,6,30.447228,-83.470437
12081,2000,5,27.481386,-82.365784
12083,2000,6,29.202805,-82.0431
12085,2000,4,27.079954,-80.398211
12086,2000,3,25.610494,-80.499045
12087,2000,3,25.601043,-81.206777
12089,2000,5,30.605926,-81.764929
12091,2000,6,30.665858,-86.594194
12093,2000,5,27.385592,-80.887388
12095,2000,6,28.514435,-81.323295
12097,2000,5,28.059027,-81.139312
12099,2000,3,26.645763,-80.448673
12101,2000,6,28.302024,-82.455707
12103,2000,6,27.903122,-82.739518
12105,2000,6,27.953115,-81.692783
12107,2000,5,29.606006,-81.740894
12109,2000,5,29.890593,-81.383914
12111,2000,4,27.380775,-80.443364
12113,2000,6,30.703633,-87.014255
12115,2000,5,27.184386,-82.365835
12117,2000,6,28.690079,-81.13198
12119,2000,6,28.714294,-82.074715
12121,2000,5,30.189244,-82.992754
12123,2000,6,30.016943,-83.616417
12125,2000,5,30.05428,-82.366918
12127,2000,5,29.057617,-81.161813
12129,2000,6,30.140378,-84.375136
12131,2000,6,30.631211,-86.176614
12133,2000,6,30.602217,-85.662797
13001,2000,5,31.739712,-82.290103
13003,2000,6,31.300562,-82.883614
13005,2000,5,31.563327,-82.387859
13007,2000,6,31.319622,-84.454857
13009,2000,6,33.059532,-83.255362
13011,2000,6,34.351922,-83.498441
13013,2000,6,33.992009,-83.712303
13015,2000,5,34.240918,-84.838188
13017,2000,6,31.740776,-83.14719
13019,2000,6,31.274308,-83.231906
13021,2000,6,32.808844,-83.694193
13023,2000,6,32.435403,-83.331717
13025,2000,5,31.197334,-81.982978
13027,2000,6,30.833696,-83.588971
13029,2000,5,32.017969,-81.438543
13031,2000,5,32.393408,-81.74381
13033,2000,6,33.063737,-82.00389
13035,2000,6,33.290355,-83.958221
13037,2000,6,31.521279,-84.62629
13039,2000,5,30.916358,-81.636516
13043,2000,6,32.403986,-82.071446
13045,2000,6,33.582237,-85.080527
13047,2000,5,34.899393,-85.137353
13049,2000,5,30.779904,-82.139644
13051,2000,5,31.974756,-81.091768
13053,2000,6,32.347445,-84.788021
13055,2000,5,34.474179,-85.345289
13057,2000,5,34.244317,-84.475057
13059,2000,6,33.952234,-83.36713
13061,2000,6,31.619831,-84.992583
13063,2000,6,33.552242,-84.412977
13065,2000,5,30.917653,-82.702614
13067,2000,6,33.93994,-84.574166
13069,2000,6,31.549245,-82.844938
13071,2000,6,31.189758,-83.769741
13073,2000,6,33.550556,-82.251342
13075,2000,6,31.152935,-83.429552
13077,2000,6,33.352897,-84.762138
13079,2000,6,32.709446,-83.979182
13081,2000,6,31.914753,-83.753338
13083,2000,5,34.852424,-85.506201
13085,2000,5,34.442842,-84.173284
13087,2000,6,30.877961,-84.577744
13089,2000,6,33.770661,-84.226343
13091,2000,6,32.160656,-83.156818
13093,2000,6,32.151995,-83.807167
13095,2000,6,31.535068,-84.214444
13097,2000,6,33.699317,-84.765944
13099,2000,6,31.324191,-84.906723
13101,2000,5,30.7085,-82.836132
13103,2000,5,32.361711,-81.343337
13105,2000,6,34.115017,-82.842057
13107,2000,6,32.5911,-82.299763
13109,2000,5,32.151902,-81.887618
13111,2000,5,34.863837,-84.319287
13113,2000,6,33.412717,-84.493941
13115,2000,6,34.263677,-85.21373
13117,2000,5,34.225143,-84.127336
13119,2000,6,34.375155,-83.227291
13121,2000,6,33.790034,-84.468182
13123,2000,5,34.690541,-84.453984
13125,2000,6,33.227491,-82.606913
13127,2000,5,31.212747,-81.496517
13129,2000,5,34.509667,-84.873862
13131,2000,6,30.875863,-84.244772
13133,2000,6,33.576836,-83.167103
13135,2000,6,33.959101,-84.022938
13137,2000,6,34.635108,-83.526406
13139,2000,6,34.317588,-83.818497
13141,2000,6,33.26922,-83.000465
13143,2000,6,33.795165,-85.220062
13145,2000,6,32.731549,-84.912432
13147,2000,6,34.348733,-82.96329
13149,2000,6,33.290968,-85.139594
13151,2000,6,33.452881,-84.15444
13153,2000,6,32.458381,-83.662856
13155,2000,6,31.604306,-83.277037
13157,2000,6,34.134157,-83.565133
13159,2000,6,33.314905,-83.687892
13161,2000,6,31.811615,-82.636825
13163,2000,6,33.051874,-82.41905
13165,2000,6,32.794563,-81.971524
13167,2000,6,32.689831,-82.661354
13169,2000,6,33.020226,-83.562339
13171,2000,6,33.07446,-84.146721
13173,2000,6,31.038197,-83.063164
13175,2000,6,32.39322,-82.926317
13177,2000,6,31.818419,-84.146681
13179,2000,5,31.807245,-81.457969
13181,2000,6,33.792151,-82.448299
13183,2000,5,31.749563,-81.74287
13185,2000,6,30.83368,-83.268967
13187,2000,5,34.568149,-83.998828
13189,2000,6,33.482464,-82.473188
13191,2000,5,31.482978,-81.370199
13193,2000,6,32.366216,-84.052162
13195,2000,6,34.128486,-83.203637
13197,2000,6,32.359538,-84.529561
13199,2000,6,33.03022,-84.663279
13201,2000,6,31.162908,-84.730386
13205,2000,6,31.22894,-84.192407
13207,2000,6,33.017435,-83.922938
13209,2000,6,32.172108,-82.533349
13211,2000,6,33.593732,-83.492324
13213,2000,5,34.797097,-84.73799
13215,2000,6,32.510197,-84.874946
13217,2000,6,33.544046,-83.855189
13219,2000,6,33.834125,-83.437728
13221,2000,6,33.866806,-83.074081
13223,2000,6,33.920903,-84.866979
13225,2000,6,32.571324,-83.831978
13227,2000,5,34.456621,-84.490256
13229,2000,5,31.353988,-82.210427
13231,2000,6,33.090769,-84.386627
13233,2000,6,33.995961,-85.186826
13235,2000,6,32.238794,-83.481855
13237,2000,6,33.321061,-83.37179
13239,2000,6,31.861487,-85.009317
13241,2000,5,34.883026,-83.404735
13243,2000,6,31.762651,-84.752311
13245,2000,6,33.361487,-82.074998
13247,2000,6,33.652081,-84.02637
13249,2000,6,32.263441,-84.322724
13251,2000,5,32.744751,-81.617585
13253,2000,6,30.933894,-84.867592
13255,2000,6,33.262389,-84.286067
13257,2000,6,34.552914,-83.290216
13259,2000,6,32.073225,-84.834912
13261,2000,6,32.042203,-84.204283
13263,2000,6,32.704603,-84.530029
13265,2000,6,33.559314,-82.875208
13267,2000,5,32.043768,-82.059208
13269,2000,6,32.554667,-84.251426
13271,2000,6,31.913639,-82.931062
13273,2000,6,31.777191,-84.439446
13275,2000,6,30.864616,-83.919783
13277,2000,6,31.457003,-83.525931
13279,2000,6,32.126698,-82.332071
13281,2000,5,34.90265,-83.732158
13283,2000,6,32.409586,-82.570882
13285,2000,6,33.034482,-85.02836
13287,2000,6,31.718232,-83.628567
13289,2000,6,32.665847,-83.425879
13291,2000,5,34.83377,-83.989573
13293,2000,6,32.881837,-84.292281
13295,2000,5,34.735827,-85.305385
13297,2000,6,33.782649,-83.734215
13299,2000,5,31.050881,-82.421507
13301,2000,6,33.419169,-82.688012
13303,2000,6,32.971848,-82.798112
13305,2000,5,31.547845,-81.912376
13307,2000,6,32.046554,-84.553218
13309,2000,6,32.109276,-82.738701
13311,2000,5,34.643677,-83.743713
13313,2000,5,34.801726,-84.968541
13315,2000,6,31.962717,-83.438262
13317,2000,6,33.77904,-82.747922
13319,2000,6,32.804321,-83.175587
13321,2000,6,31.551773,-83.84996
16001,2000,3,43.447861,-116.244456
16003,2000,3,44.884583,-116.431873
16005,2000,4,42.692939,-112.228986
16007,2000,4,42.285833,-111.327445
16009,2000,2,47.218451,-116.633541
16011,2000,4,43.216357,-112.399206
16013,2000,3,43.394482,-113.95529
16015,2000,3,43.987275,-115.715111
16017,2000,1,48.312512,-116.59694
16019,2000,4,43.395171,-111.621878
16021,2000,1,48.773065,-116.524619
16023,2000,3,43.6851,-113.177627
16025,2000,3,43.463396,-114.804427
16027,2000,3,43.623051,-116.708527
16029,2000,4,42.786273,-111.544172
16031,2000,4,42.288635,-113.605498
16033,2000,4,44.286251,-112.36112
16035,2000,2,46.67257,-115.6535
16037,2000,3,44.273341,-114.252251
16039,2000,3,43.394826,-115.470751
16041,2000,4,42.173589,-111.822955
16043,2000,4,44.218091,-111.484429
16045,2000,3,44.061473,-116.398784
16047,2000,3,42.973185,-114.82142
16049,2000,3,45.849237,-115.467376
16051,2000,3,43.796965,-112.318588
16053,2000,3,42.691172,-114.263009
16055,2000,1,47.677113,-116.694918
16057,2000,2,46.81892,-116.730974
16059,2000,4,44.928789,-113.887841
16061,2000,2,46.236328,-116.42376
16063,2000,3,42.986181,-114.153899
16065,2000,4,43.789709,-111.65655
16067,2000,4,42.856937,-113.64001
16069,2000,2,46.333766,-116.760903
16071,2000,4,42.18389,-112.520465
16073,2000,3,42.593063,-116.142655
16075,2000,3,44.00274,-116.748655
16077,2000,4,42.694126,-112.844407
16079,2000,2,47.347694,-115.885092
16081,2000,4,43.760994,-111.211765
16083,2000,3,42.352309,-114.665639
16085,2000,3,44.771532,-115.637875
16087,2000,3,44.448213,-116.79783
17001,2000,4,39.986053,-91.194961
17003,2000,3,37.183683,-89.349506
17005,2000,4,38.885924,-89.436592
17007,2000,3,42.318983,-88.824295
17009,2000,4,39.962069,-90.75031
17011,2000,4,41.401304,-89.528377
17013,2000,4,39.164262,-90.666295
17015,2000,3,42.059084,-89.926485
17017,2000,4,39.969202,-90.245705
17019,2000,4,40.13915,-88.197201
17021,2000,4,39.545524,-89.279593
17023,2000,3,39.332364,-87.791687
17025,2000,3,38.747312,-88.483789
17027,2000,3,38.606423,-89.423136
17029,2000,4,39.51368,-88.220782
17031,2000,3,41.894294,-87.645455
17033,2000,3,39.00373,-87.757172
17035,2000,3,39.273121,-88.240619
17037,2000,3,41.894613,-88.768991
17039,2000,4,40.181499,-88.901853
17041,2000,4,39.766078,-88.222866
17043,2000,3,41.852058,-88.086038
17045,2000,4,39.679037,-87.74711
17047,2000,3,38.417095,-88.047941
17049,2000,3,39.047694,-88.592786
17051,2000,3,39.001125,-89.017923
17053,2000,4,40.594423,-88.224746
17055,2000,3,37.991848,-88.926246
17057,2000,4,40.465688,-90.206793
17059,2000,2,37.768677,-88.227964
17061,2000,4,39.355444,-90.387757
17063,2000,4,41.29241,-88.401055
17065,2000,3,38.085226,-88.539005
17067,2000,4,40.405792,-91.167988
17069,2000,2,37.517852,-88.266148
17071,2000,4,40.815141,-90.93848
17073,2000,4,41.350021,-90.130838
17075,2000,4,40.748867,-87.833601
17077,2000,3,37.786096,-89.381212
17079,2000,3,39.004874,-88.150763
17081,2000,3,38.30078,-88.92421
17083,2000,4,39.080192,-90.361365
17085,2000,3,42.362391,-90.211471
17087,2000,3,37.460815,-88.882962
17089,2000,3,41.939594,-88.42804
17091,2000,4,41.139494,-87.861125
17093,2000,3,41.58814,-88.430626
17095,2000,4,40.930941,-90.213761
17097,2000,3,42.326444,-87.436118
17099,2000,3,41.343341,-88.885931
17101,2000,3,38.718954,-87.730221
17103,2000,3,41.747442,-89.299351
17105,2000,4,40.894376,-88.552852
17107,2000,4,40.12907,-89.365308
17109,2000,4,40.455789,-90.677579
17111,2000,3,42.324298,-88.452245
17113,2000,4,40.494559,-88.844539
17115,2000,4,39.860237,-88.961529
17117,2000,4,39.2659,-89.926344
17119,2000,4,38.827082,-89.900195
17121,2000,3,38.648396,-88.920221
17123,2000,4,41.031119,-89.342371
17125,2000,4,40.236993,-89.913575
17127,2000,2,37.216119,-88.705658
17129,2000,4,40.022569,-89.794133
17131,2000,4,41.204791,-90.741433
17133,2000,4,38.277983,-90.179078
17135,2000,4,39.228092,-89.478007
17137,2000,4,39.716806,-90.202277
17139,2000,4,39.636896,-88.625726
17141,2000,3,42.041884,-89.320176
17143,2000,4,40.785999,-89.767358
17145,2000,3,38.084385,-89.368487
17147,2000,4,40.009056,-88.592328
17149,2000,4,39.625106,-90.889034
17151,2000,2,37.417169,-88.542374
17153,2000,3,37.215615,-89.127755
17155,2000,4,41.19894,-89.298386
17157,2000,3,38.056515,-89.82121
17159,2000,3,38.71155,-88.085698
17161,2000,4,41.468404,-90.572203
17163,2000,4,38.470198,-89.928546
17165,2000,2,37.751653,-88.545031
17167,2000,4,39.756378,-89.662311
17169,2000,4,40.156905,-90.613464
17171,2000,4,39.63698,-90.477759
17173,2000,4,39.384926,-88.798862
17175,2000,4,41.096908,-89.797411
17177,2000,3,42.349726,-89.665994
17179,2000,4,40.508074,-89.51626
17181,2000,3,37.475104,-89.252875
17183,2000,4,40.18674,-87.726772
17185,2000,3,38.445821,-87.839167
17187,2000,4,40.850441,-90.620223
17189,2000,3,38.353141,-89.417187
17191,2000,3,38.431948,-88.432129
17193,2000,2,38.087372,-88.178585
17195,2000,4,41.750571,-89.910957
17197,2000,4,41.448474,-87.978456
17199,2000,3,37.730353,-88.930018
17201,2000,3,42.337396,-89.161205
17203,2000,4,40.789596,-89.210301
18001,2000,4,40.745733,-84.936131
18003,2000,4,41.091855,-85.07223
18005,2000,3,39.205843,-85.897999
18007,2000,4,40.608253,-87.315479
18009,2000,4,40.472672,-85.32373
18011,2000,4,40.050892,-86.469014
18013,2000,3,39.192585,-86.23941
18015,2000,4,40.58498,-86.565141
18017,2000,4,40.753799,-86.355169
18019,2000,3,38.476217,-85.711122
18021,2000,3,39.393951,-87.115837
18023,2000,4,40.305944,-86.477567
18025,2000,3,38.289433,-86.440871
18027,2000,3,38.696155,-87.076988
18029,2000,3,39.151491,-84.97346
18031,2000,3,39.30598,-85.499831
18033,2000,4,41.401189,-85.000185
18035,2000,4,40.227165,-85.398856
18037,2000,3,38.373344,-86.873385
18039,2000,4,41.600693,-85.863986
18041,2000,3,39.639655,-85.185032
18043,2000,3,38.317937,-85.911474
18045,2000,4,40.121282,-87.234806
18047,2000,3,39.409762,-85.066964
18049,2000,4,41.050384,-86.265006
18051,2000,2,38.317413,-87.580566
18053,2000,4,40.515758,-85.654946
18055,2000,3,39.0486,-87.005245
18057,2000,4,40.04987,-86.020586
18059,2000,4,39.822604,-85.772904
18061,2000,3,38.18644,-86.103681
18063,2000,4,39.768749,-86.510287
18065,2000,4,39.929576,-85.397338
18067,2000,4,40.483537,-86.114118
18069,2000,4,40.826394,-85.478598
18071,2000,3,38.911957,-86.042516
18073,2000,4,41.017688,-87.118814
18075,2000,4,40.434972,-85.00338
18077,2000,3,38.783604,-85.44009
18079,2000,3,38.996234,-85.628111
18081,2000,3,39.495986,-86.0946
18083,2000,3,38.688663,-87.420182
18085,2000,4,41.244293,-85.861575
18087,2000,4,41.642468,-85.426302
18089,2000,4,41.472239,-87.374337
18091,2000,4,41.549011,-86.744729
18093,2000,3,38.839815,-86.48782
18095,2000,4,40.166203,-85.722454
18097,2000,4,39.782976,-86.135794
18099,2000,4,41.325003,-86.269036
18101,2000,3,38.705322,-86.801847
18103,2000,4,40.772881,-86.044259
18105,2000,3,39.160751,-86.523325
18107,2000,4,40.040296,-86.892715
18109,2000,3,39.482646,-86.447457
18111,2000,4,40.962399,-87.402172
18113,2000,4,41.400794,-85.41785
18115,2000,3,38.940527,-84.964299
18117,2000,3,38.547381,-86.489257
18119,2000,3,39.317339,-86.838845
18121,2000,4,39.77425,-87.19695
18123,2000,3,38.081436,-86.62654
18125,2000,3,38.397898,-87.232532
18127,2000,4,41.509922,-87.071308
18129,2000,2,38.027614,-87.868653
18131,2000,4,41.045272,-86.692538
18133,2000,3,39.665545,-86.853325
18135,2000,4,40.164414,-85.005004
18137,2000,3,39.10023,-85.260541
18139,2000,3,39.622312,-85.466527
18141,2000,4,41.617699,-86.288159
